id_transaccion,id_cliente,fecha,categoria_producto,cantidad_items,monto_total,canal_venta,medio_pago,localidad
TX-013781,CLI-03093,2025-01-15,Herramientas manuales,6,161978.38,Web,Cuenta corriente,Ushuaia
TX-013772,CLI-01435,2025-01-15,Ferretería general,3,10162.06,Telefónico,Tarjeta de crédito,Río Grande
TX-013771,CLI-01987,2025-01-15,Electricidad e iluminación,3,33282.28,Web,Transferencia,Río Grande
TX-013770,CLI-02834,2025-01-15,Ferretería general,5,36812.27,Web,Cuenta corriente,Río Grande
TX-013751,CLI-05714,2025-01-15,Electricidad e iluminación,10,392547.23,Web,Transferencia,Ushuaia
TX-013752,CLI-02209,2025-01-15,Pinturas y revestimientos,3,43011.7,Web,Transferencia,Río Grande
TX-013753,CLI-01964,2025-01-15,Ferretería general,8,27002.33,Web,Tarjeta de débito,Ushuaia
TX-013754,CLI-05229,2025-01-15,Ferretería general,2,5702.88,Web,Tarjeta de débito,Ushuaia
TX-013756,CLI-02432,2025-01-15,Cemento y áridos,26,649647.17,App,Tarjeta de débito,Río Grande
TX-013757,CLI-04539,2025-01-15,Herramientas eléctricas,3,969648.87,Telefónico,Cuenta corriente,Río Grande
TX-013759,CLI-05297,2025-01-15,Aberturas,1,110295.47,Web,Transferencia,Río Grande
TX-013761,CLI-03407,2025-01-15,Plomería y caños,3,21169.03,Web,Transferencia,Ushuaia
TX-013762,CLI-01023,2025-01-15,Herramientas manuales,1,40968.01,Telefónico,Efectivo en sucursal,Río Grande
TX-013763,CLI-00252,2025-01-15,Herramientas manuales,7,92688.79,Telefónico,Transferencia,Río Grande
TX-013837,CLI-01128,2025-01-15,Seguridad e indumentaria,2,166465.02,Telefónico,Tarjeta de crédito,Río Grande
TX-013765,CLI-02794,2025-01-15,Maderas y tableros,7,196295.17,Telefónico,Tarjeta de crédito,Río Grande
TX-013766,CLI-04869,2025-01-15,Ferretería general,12,45258.61,App,Tarjeta de crédito,Ushuaia
TX-013768,CLI-03953,2025-01-15,Electricidad e iluminación,2,20304.67,App,Transferencia,RÍO GRANDE
TX-013769,CLI-03946,2025-01-15,Sanitarios y grifería,4,143519.7,Web,Tarjeta de débito,Ushuaia
TX-013789,CLI-02412,2025-01-15,Pinturas y revestimientos,2,35397.05,App,Tarjeta de débito,Río Grande
TX-013790,CLI-04967,2025-01-15,Sanitarios y grifería,3,413599.14,Telefónico,Cuenta corriente,Río Grande
TX-013764,CLI-01561,2025-01-15,Aberturas,3,476120.75,Telefónico,Cuenta corriente,Ushuaia
TX-013792,CLI-03649,2025-01-15,Ferretería general,3,9128.62,Web,Tarjeta de débito,Tolhuin
TX-013819,CLI-01494,2025-01-15,Sanitarios y grifería,6,440629.27,Web,Cuenta corriente,Ushuaia
TX-013820,CLI-02716,2025-01-15,Herramientas manuales,4,153542.2,Telefónico,Cuenta corriente,RÍO GRANDE
TX-013821,CLI-00073,2025-01-15,Pinturas y revestimientos,3,169603.92,Telefónico,Tarjeta de débito,río grande
TX-013822,CLI-03304,2025-01-15,Herramientas manuales,12,293416.2,App,Transferencia,Río Grande
TX-013823,CLI-02482,2025-01-15,Plomería y caños,9,77540.42,Web,Transferencia,ushuaia
TX-013824,CLI-00011,2025-01-15,Herramientas eléctricas,2,477890.48,Web,Cuenta corriente,Tolhuin
TX-013818,CLI-03768,2025-01-15,Ferretería general,7,26400.22,Web,Transferencia,Ushuaia
TX-013826,CLI-00600,2025-01-15,Seguridad e indumentaria,2,45622.51,App,Transferencia,Ushuaia
TX-013828,CLI-02993,2025-01-15,Ferretería general,11,37742.28,Web,Transferencia,Río Grande
TX-013830,CLI-04744,2025-01-15,Ferretería general,7,33125.8,Web,Tarjeta de crédito,río grande
TX-013831,CLI-01047,2025-01-15,Herramientas manuales,11,94541.98,App,Transferencia,Ushuaia
TX-013833,CLI-04234,2025-01-15,Herramientas eléctricas,2,231433.66,Web,Tarjeta de crédito,Río Grande
TX-013834,CLI-02059,2025-01-15,Electricidad e iluminación,5,66161.74,Web,Transferencia,Río Grande
TX-013791,CLI-06459,2025-01-15,Plomería y caños,27,792826.7,Telefónico,Cuenta corriente,Río Grande
TX-013827,CLI-04705,2025-01-15,Electricidad e iluminación,2,22744.65,Web,Tarjeta de débito,Río Grande
TX-013817,CLI-01522,2025-01-15,Seguridad e indumentaria,4,100534.81,App,Efectivo en sucursal,Río Grande 
TX-013829,CLI-00518,2025-01-15,Herramientas manuales,2,22213.56,Web,,Rio Grande
TX-013814,CLI-05505,2025-01-15,Pisos y cerámicos,12,295319.03,App,Transferencia,Ushuaia
TX-013793,CLI-01862,2025-01-15,Pinturas y revestimientos,2,37258.53,Web,Tarjeta de débito,Tolhuin
TX-013815,CLI-06423,2025-01-15,Pisos y cerámicos,6,81125.95,Web,Cuenta corriente,Ushuaia
TX-013794,CLI-04028,2025-01-15,Ferretería general,26,192144.01,Telefónico,Cuenta corriente,Ushuaia
TX-013795,CLI-02425,2025-01-15,Electricidad e iluminación,5,54741.41,App,Efectivo en sucursal,Ushuaia
TX-013797,CLI-00914,2025-01-15,Pinturas y revestimientos,2,37353.61,Web,Tarjeta de crédito,río grande
TX-013798,CLI-03661,2025-01-15,Herramientas manuales,5,92515.67,Web,Transferencia,Ushuaia
TX-013800,CLI-06455,2025-01-15,Cemento y áridos,22,390278.05,App,Transferencia,Río Grande
TX-013796,CLI-01546,2025-01-15,Plomería y caños,5,24044.64,Web,Tarjeta de crédito,Río Grande
TX-013802,CLI-03393,2025-01-15,Pinturas y revestimientos,3,194222.94,App,Cuenta corriente,Río Grande
TX-013803,CLI-05529,2025-01-15,Pisos y cerámicos,8,158944.38,Telefónico,Transferencia,Ushuaia
TX-013804,CLI-06585,2025-01-15,Ferretería general,10,50605.01,Web,Tarjeta de débito,Ushuaia
TX-013813,CLI-04970,2025-01-15,Herramientas manuales,10,114260.22,App,Cuenta corriente,Río Grande
TX-013805,CLI-01019,2025-01-15,Herramientas manuales,5,55516.75,App,Transferencia,Ushuaia
TX-013809,CLI-00828,2025-01-15,Ferretería general,4,14610.79,App,Tarjeta de débito,río grande
TX-013801,CLI-00829,2025-01-15,Sanitarios y grifería,4,228051.74,Telefónico,Transferencia,Río Grande
TX-013811,CLI-04558,2025-01-15,Herramientas eléctricas,2,245297.93,Web,Transferencia,Río Grande
TX-014021,CLI-04732,2025-01-16,Pisos y cerámicos,23,582283.9,Telefónico,Transferencia,Ushuaia
TX-014022,CLI-03928,2025-01-16,Pinturas y revestimientos,6,129536.13,Web,Tarjeta de crédito,Río Grande
TX-014023,CLI-04294,2025-01-16,Sanitarios y grifería,6,464403.58,Telefónico,Cuenta corriente,Ushuaia
TX-014024,CLI-05746,2025-01-16,Sanitarios y grifería,2,57605.49,Web,Tarjeta de crédito,Río Grande
TX-014026,CLI-02128,2025-01-16,Aberturas,4,450725.8,App,Transferencia,Río Grande
TX-014027,CLI-05439,2025-01-16,Herramientas manuales,4,58998.43,App,Tarjeta de débito,Río Grande
TX-014029,CLI-01024,2025-01-16,Sanitarios y grifería,3,205899.83,Web,Cuenta corriente,Ushuaia
TX-014020,CLI-02751,2025-01-16,Seguridad e indumentaria,5,252898.5,Telefónico,Cuenta corriente,Ushuaia
TX-014030,CLI-03059,2025-01-16,Electricidad e iluminación,8,73898.63,Web,Transferencia,Río Grande
TX-014025,CLI-01825,2025-01-16,Herramientas manuales,1,17770.71,Web,Transferencia,Río Grande
TX-014019,CLI-05430,2025-01-16,Cemento y áridos,7,103690.08,Web,Tarjeta de débito,Ushuaia
TX-014011,CLI-02569,2025-01-16,Sanitarios y grifería,2,71825.01,App,Cuenta corriente,Río Grande
TX-014016,CLI-05422,2025-01-16,Plomería y caños,5,58828.77,App,Cuenta corriente,Río Grande
TX-014015,CLI-05349,2025-01-16,Cemento y áridos,28,530592.33,App,Transferencia,Ushuaia
TX-014014,CLI-03830,2025-01-16,Ferretería general,7,95401.61,App,Transferencia,Ushuaia
TX-014013,CLI-04270,2025-01-16,Electricidad e iluminación,3,64623.33,Telefónico,Cuenta corriente,Río Grande
TX-014012,CLI-06343,2025-01-16,Pisos y cerámicos,111,3039423.43,Web,Cuenta corriente,ushuaia
TX-014010,CLI-02947,2025-01-16,Ferretería general,7,31154.42,App,,Ushuaia
TX-014007,CLI-05890,2025-01-16,Electricidad e iluminación,5,47876.35,Web,Transferencia,Río Grande
TX-014006,CLI-04762,2025-01-16,Herramientas manuales,2,17075.08,Web,Transferencia,río grande
TX-014005,CLI-03866,2025-01-16,Herramientas manuales,3,33336.97,Web,Transferencia,Río Grande
TX-014031,CLI-03699,2025-01-16,Cemento y áridos,8,164474.52,Web,Cuenta corriente,Río Grande
TX-014018,CLI-02959,2025-01-16,Herramientas manuales,4,67807.2,Web,Transferencia,Río Grande
TX-014033,CLI-04234,2025-01-16,Sanitarios y grifería,1,39126.59,Web,Tarjeta de crédito,Río Grande
TX-014056,CLI-00753,2025-01-16,Herramientas eléctricas,1,124641.7,Web,Transferencia,Ushuaia
TX-014036,CLI-06459,2025-01-16,Herramientas manuales,19,540467.18,App,Tarjeta de débito,Río Grande
TX-013999,CLI-00869,2025-01-16,Ferretería general,1,3352.07,Web,Tarjeta de crédito,Ushuaia
TX-014062,CLI-02914,2025-01-16,Electricidad e iluminación,3,46503.03,App,,Río Grande 
TX-014004,CLI-01206,2025-01-16,Ferretería general,9,28229.48,Telefónico,Tarjeta de crédito,Rio Grande
TX-014061,CLI-00243,2025-01-16,Pisos y cerámicos,4,49513.78,App,Transferencia,Tolhuin
TX-014060,CLI-00995,2025-01-16,Cemento y áridos,22,587128.39,App,Cuenta corriente,Río Grande
TX-014059,CLI-01329,2025-01-16,Pisos y cerámicos,14,175716.22,Web,Tarjeta de débito,Rio Grande
TX-014058,CLI-04038,2025-01-16,Ferretería general,2,8373.45,Web,Tarjeta de crédito,Río Grande
TX-014057,CLI-01918,2025-01-16,Maderas y tableros,14,220481.44,Web,Tarjeta de débito,Río Grande
TX-014054,CLI-00661,2025-01-16,Ferretería general,2,6438.02,Web,Tarjeta de débito,Río Grande
TX-014053,CLI-01325,2025-01-16,Pinturas y revestimientos,7,225313.1,Web,Transferencia,Ushuaia
TX-014034,CLI-02218,2025-01-16,Pisos y cerámicos,22,267381.34,Web,Tarjeta de débito,Río Grande
TX-014052,CLI-05971,2025-01-16,Plomería y caños,2,17712.37,Web,Tarjeta de débito,Río Grande
TX-014048,CLI-06121,2025-01-16,Ferretería general,4,24418.19,App,Cuenta corriente,Río Grande
TX-014047,CLI-06011,2025-01-16,Herramientas manuales,1,18137.6,App,Efectivo en sucursal,Tolhuin
TX-014046,CLI-01937,2025-01-16,Pisos y cerámicos,37,1090017.52,Telefónico,Cuenta corriente,Río Grande
TX-014045,CLI-04668,2025-01-16,Herramientas manuales,3,29733.75,App,T. débito,Ushuaia
TX-014044,CLI-01889,2025-01-16,Cemento y áridos,8,145179.11,App,Cuenta corriente,Tolhuin
TX-014043,CLI-00661,2025-01-16,Plomería y caños,10,79730.95,Web,Tarjeta de crédito,Río Grande
TX-014042,CLI-03229,2025-01-16,Pisos y cerámicos,7,203949.02,Telefónico,Transferencia,Ushuaia
TX-014041,CLI-03067,2025-01-16,Herramientas manuales,3,32935.49,Web,Tarjeta de débito,Ushuaia
TX-014040,CLI-00206,2025-01-16,Pisos y cerámicos,4,211562.45,Web,Transferencia,Ushuaia
TX-014037,CLI-05914,2025-01-16,Electricidad e iluminación,30,466065.55,App,Tarjeta de crédito,Ushuaia
TX-014049,CLI-01681,2025-01-16,Plomería y caños,6,107940.43,Telefónico,Cuenta corriente,Río Grande
TX-014003,CLI-01299,2025-01-16,Herramientas eléctricas,1,180725.39,Web,Tarjeta de crédito,Ushuaia
TX-013937,CLI-05064,2025-01-16,Seguridad e indumentaria,1,26910.51,Web,Tarjeta de crédito,Ushuaia
TX-014000,CLI-03761,2025-01-16,Cemento y áridos,6,59151.78,App,Efectivo en sucursal,Ushuaia
TX-013954,CLI-00923,2025-01-16,Pisos y cerámicos,6,85024.46,Web,Tarjeta de crédito,Ushuaia
TX-013953,CLI-04643,2025-01-16,Aberturas,1,102867.9,App,Tarjeta de crédito,Ushuaia
TX-013952,CLI-05086,2025-01-16,Sanitarios y grifería,4,180346.61,App,Efectivo en sucursal,Río Grande
TX-013951,CLI-00433,2025-01-16,Ferretería general,5,23279.52,Web,T. débito,río grande
TX-013950,CLI-03390,2025-01-16,Ferretería general,15,62065.17,App,Tarjeta de débito,Ushuaia
TX-013948,CLI-00784,2025-01-16,Plomería y caños,5,33858.94,Web,Tarjeta de crédito,Río Grande
TX-013947,CLI-06136,2025-01-16,Aberturas,3,915313.77,App,Transferencia,Río Grande
TX-013946,CLI-01471,2025-01-16,Cemento y áridos,12,90283.97,App,Efectivo en sucursal,Ushuaia
TX-013945,CLI-06647,2025-01-16,Ferretería general,8,40936.44,Web,Tarjeta de crédito,Río Grande
TX-013943,CLI-04539,2025-01-16,Pinturas y revestimientos,11,263945.49,Telefónico,Tarjeta de crédito,Río Grande
TX-013941,CLI-05537,2025-01-16,Ferretería general,11,33396.82,App,Cuenta corriente,Ushuaia
TX-013940,CLI-00524,2025-01-16,Electricidad e iluminación,1,8253.79,Web,Transferencia,Río Grande
TX-013939,CLI-03311,2025-01-16,Pisos y cerámicos,10,,App,Tarjeta de débito,Ushuaia
TX-013936,CLI-04439,2025-01-16,Electricidad e iluminación,4,36862.0,Web,Transferencia,Ushuaia
TX-014002,CLI-05775,2025-01-16,Ferretería general,6,44120.15,App,Cuenta corriente,Ushuaia
TX-013934,CLI-02306,2025-01-16,Sanitarios y grifería,2,67073.75,Web,Tarjeta de crédito,RÍO GRANDE
TX-013932,CLI-05000,2025-01-16,Ferretería general,5,22636.75,Web,Tarjeta de crédito,Ushuaia
TX-013931,CLI-05077,2025-01-16,Cemento y áridos,9,173280.5,App,Transferencia,Tolhuin
TX-013930,CLI-04562,2025-01-16,Ferretería general,19,111946.49,App,Efectivo en sucursal,Ushuaia
TX-013929,CLI-00415,2025-01-16,Ferretería general,3,12686.68,Telefónico,Tarjeta de crédito,Ushuaia
TX-013927,CLI-01460,2025-01-16,Cemento y áridos,9,85774.33,Telefónico,Efectivo en sucursal,Río Grande
TX-013923,CLI-00412,2025-01-16,Herramientas manuales,4,57491.33,Web,Transferencia,Río Grande
TX-013922,CLI-04519,2025-01-16,Herramientas manuales,2,80082.7,Web,Transferencia,Ushuaia
TX-013921,CLI-03339,2025-01-16,Pinturas y revestimientos,2,33689.61,Web,Tarjeta de débito,Río Grande
TX-013920,CLI-00235,2025-01-16,Pinturas y revestimientos,5,153516.15,Web,Tarjeta de débito,Río Grande
TX-013918,CLI-03586,2025-01-16,Ferretería general,24,84511.51,App,Tarjeta de crédito,Río Grande
TX-013917,CLI-03036,2025-01-16,Herramientas manuales,24,332786.75,Telefónico,Tarjeta de crédito,Río Grande
TX-013916,CLI-02277,2025-01-16,Aberturas,3,451719.19,Web,Tarjeta de débito,ushuaia
TX-013915,CLI-05590,2025-01-16,Pinturas y revestimientos,1,14809.26,App,Efectivo en sucursal,Río Grande
TX-013955,CLI-04440,2025-01-16,Pisos y cerámicos,22,903404.91,Telefónico,Cuenta corriente,Ushuaia
TX-013957,CLI-03479,2025-01-16,Plomería y caños,3,25655.93,Web,Transferencia,Río Grande
TX-013924,CLI-03637,2025-01-16,Cemento y áridos,20,428162.1,Telefónico,Transferencia,Ushuaia
TX-013960,CLI-02380,2025-01-16,Ferretería general,35,156753.49,App,Tarjeta de crédito,Río Grande
TX-013959,CLI-05650,2025-01-16,Cemento y áridos,19,321171.06,App,Cuenta corriente,ushuaia
TX-013999,CLI-00869,2025-01-16,Ferretería general,1,3352.07,Web,Tarjeta de crédito,Ushuaia
TX-013997,CLI-01990,2025-01-16,Electricidad e iluminación,2,30798.31,App,Transferencia,Río Grande
TX-013996,CLI-04812,2025-01-16,Maderas y tableros,3,32659.65,Web,Tarjeta de débito,Ushuaia
TX-013995,CLI-05952,2025-01-16,Sanitarios y grifería,6,651537.99,Web,Cuenta corriente,Río Grande
TX-013992,CLI-01855,2025-01-16,Ferretería general,4,9853.93,Web,Tarjeta de débito,Río Grande
TX-013990,CLI-03094,2025-01-16,Sanitarios y grifería,3,170779.6,App,Tarjeta de débito,Río Grande
TX-013988,CLI-05477,2025-01-16,Herramientas manuales,7,287920.44,App,Tarjeta de crédito,RÍO GRANDE
TX-013987,CLI-03097,2025-01-16,Herramientas eléctricas,1,238479.72,Web,Transferencia,Ushuaia
TX-013986,CLI-06465,2025-01-16,Herramientas manuales,4,55928.12,Web,Transferencia,RÍO GRANDE
TX-013984,CLI-03718,2025-01-16,Electricidad e iluminación,7,60682.95,Web,Transferencia,RÍO GRANDE
TX-013983,CLI-06567,2025-01-16,Pinturas y revestimientos,3,118747.22,Telefónico,Transferencia,Ushuaia
TX-013982,CLI-04140,2025-01-16,Plomería y caños,6,45306.31,Web,Tarjeta de crédito,Ushuaia
TX-013981,CLI-05231,2025-01-16,Ferretería general,10,34488.8,Web,Transferencia,Ushuaia
TX-013980,CLI-05325,2025-01-16,Pinturas y revestimientos,4,187062.93,Telefónico,Transferencia,Río Grande
TX-013993,CLI-03706,2025-01-16,Cemento y áridos,32,693083.84,Telefónico,Cuenta corriente,Ushuaia
TX-013977,CLI-04318,2025-01-16,Seguridad e indumentaria,6,292472.49,Web,Transferencia,Ushuaia
TX-013979,CLI-00954,2025-01-16,Ferretería general,6,20063.57,Web,Tarjeta de crédito,Rio Grande
TX-013964,CLI-01540,2025-01-16,Sanitarios y grifería,2,70800.65,App,Tarjeta de crédito,Ushuaia
TX-013965,CLI-00515,2025-01-16,Pisos y cerámicos,21,409064.82,App,Transferencia,Tolhuin
TX-013961,CLI-03601,2025-01-16,Pisos y cerámicos,3,39766.05,Web,Transferencia,Río Grande
TX-013967,CLI-03955,2025-01-16,Aberturas,5,892790.51,App,Cuenta corriente,Ushuaia
TX-013968,CLI-01223,2025-01-16,Pisos y cerámicos,41,1473179.49,Telefónico,Cuenta corriente,Tolhuin
TX-013969,CLI-01294,2025-01-16,Seguridad e indumentaria,4,223010.61,App,Transferencia,Río Grande
TX-013966,CLI-04565,2025-01-16,Ferretería general,3,9346.29,Web,Tarjeta de débito,Río Grande
TX-013972,CLI-02963,2025-01-16,Plomería y caños,25,424137.45,App,Cuenta corriente,USHUAIA
TX-013973,CLI-00980,2025-01-16,Ferretería general,5,28256.51,App,Tarjeta de débito,Ushuaia
TX-013974,CLI-03949,2025-01-16,Ferretería general,6,24993.57,Web,Transferencia,Ushuaia
TX-013975,CLI-01413,2025-01-16,Herramientas manuales,3,39913.76,App,Transferencia,Río Grande
TX-013976,CLI-05758,2025-01-16,Electricidad e iluminación,2,22196.28,Web,Transferencia,USHUAIA
TX-013971,CLI-03756,2025-01-16,Electricidad e iluminación,1,11834.57,App,Tarjeta de débito,Ushuaia
TX-014168,CLI-01859,2025-01-17,Cemento y áridos,25,213781.15,Web,Tarjeta de crédito,Ushuaia
TX-014167,CLI-04980,2025-01-17,Ferretería general,4,16663.28,Web,Transferencia,Río Grande
TX-014166,CLI-01185,2025-01-17,Cemento y áridos,15,122321.05,Web,Transferencia,Ushuaia
TX-014165,CLI-06657,2025-01-17,Pinturas y revestimientos,9,183136.06,Web,Tarjeta de débito,Río Grande
TX-014162,CLI-02871,2025-01-17,Sanitarios y grifería,3,127739.36,Web,Transferencia,Río Grande
TX-014161,CLI-03699,2025-01-17,Maderas y tableros,8,246679.83,App,Transferencia,Río Grande
TX-014160,CLI-03595,2025-01-17,Seguridad e indumentaria,5,166271.72,Web,Transferencia,Ushuaia
TX-014159,CLI-06462,2025-01-17,Electricidad e iluminación,3,27967.91,Web,Tarjeta de débito,Ushuaia
TX-014158,CLI-04570,2025-01-17,Herramientas eléctricas,2,263753.16,Web,Tarjeta de crédito,Río Grande
TX-014156,CLI-03396,2025-01-17,Seguridad e indumentaria,7,221249.38,Web,Tarjeta de débito,Río Grande
TX-014147,CLI-06273,2025-01-17,Plomería y caños,13,151104.18,Telefónico,Cuenta corriente,Río Grande
TX-014152,CLI-00151,2025-01-17,Aberturas,3,338890.05,Web,Tarjeta de crédito,USHUAIA
TX-014151,CLI-00272,2025-01-17,Seguridad e indumentaria,4,125781.72,Web,Tarjeta de débito,Río Grande
TX-014150,CLI-06162,2025-01-17,Herramientas eléctricas,2,432677.67,App,Tarjeta de débito,Rio Grande
TX-014149,CLI-00689,2025-01-17,Aberturas,21,4459497.57,Web,Cuenta corriente,Ushuaia
TX-014148,CLI-03407,2025-01-17,Ferretería general,13,58604.52,App,Transferencia,Ushuaia
TX-014146,CLI-00084,2025-01-17,Herramientas eléctricas,2,343003.15,Web,transf.,Ushuaia
TX-014144,CLI-01508,2025-01-17,Herramientas manuales,5,92261.85,Telefónico,Cuenta corriente,Ushuaia
TX-014142,CLI-01872,2025-01-17,Seguridad e indumentaria,6,297405.83,Telefónico,Tarjeta de débito,Río Grande
TX-014170,CLI-01265,2025-01-17,Electricidad e iluminación,4,58066.1,App,Tarjeta de débito,Ushuaia
TX-014141,CLI-02392,2025-01-17,Plomería y caños,2,18687.57,Telefónico,Cuenta corriente,Río Grande
TX-014154,CLI-00117,2025-01-17,Aberturas,2,167739.64,Web,Tarjeta de débito,Río Grande
TX-014171,CLI-05877,2025-01-17,Plomería y caños,3,36713.27,Telefónico,Cuenta corriente,Río Grande
TX-014189,CLI-01294,2025-01-17,Maderas y tableros,13,422227.25,Telefónico,Efectivo en sucursal,Río Grande
TX-014174,CLI-06733,2025-01-17,Maderas y tableros,8,474209.76,Telefónico,transf.,Ushuaia 
TX-014140,CLI-01680,2025-01-17,Seguridad e indumentaria,4,109609.31,Web,Tarjeta de crédito,Río Grande
TX-014201,CLI-04519,2025-01-17,Pinturas y revestimientos,2,107133.82,App,Cuenta corriente,Ushuaia
TX-014200,CLI-05124,2025-01-17,Herramientas manuales,3,54649.59,Web,Tarjeta de débito,Río Grande
TX-014199,CLI-01150,2025-01-17,Herramientas eléctricas,2,316641.58,Web,Transferencia,Río Grande
TX-014198,CLI-00273,2025-01-17,Ferretería general,15,57650.46,Web,Transferencia,Río Grande
TX-014197,CLI-01985,2025-01-17,Herramientas manuales,3,98322.9,Telefónico,Cuenta corriente,Río Grande
TX-014194,CLI-05791,2025-01-17,Plomería y caños,8,204560.78,Telefónico,Transferencia,Río Grande
TX-014192,CLI-00456,2025-01-17,Herramientas manuales,3,53689.04,App,Tarjeta de crédito,Río Grande
TX-014190,CLI-02874,2025-01-17,Electricidad e iluminación,2,27611.9,App,,ushuaia
TX-014187,CLI-01475,2025-01-17,Herramientas manuales,7,124979.01,Web,Tarjeta de crédito,Río Grande
TX-014172,CLI-01937,2025-01-17,Aberturas,5,906227.88,Telefónico,Cuenta corriente,río grande
TX-014186,CLI-01984,2025-01-17,Seguridad e indumentaria,5,103988.91,Web,Transferencia,Ushuaia
TX-014184,CLI-00529,2025-01-17,Cemento y áridos,148,3005810.82,App,Transferencia,Río Grande
TX-014183,CLI-01056,2025-01-17,Pisos y cerámicos,4,63534.07,App,Efectivo en sucursal,Río Grande
TX-014182,CLI-04519,2025-01-17,Herramientas manuales,3,108603.24,Web,Transferencia,Ushuaia
TX-014181,CLI-05256,2025-01-17,Ferretería general,11,52724.64,Telefónico,Tarjeta de débito,RÍO GRANDE
TX-014180,CLI-02583,2025-01-17,Herramientas manuales,8,432500.16,Telefónico,Transferencia,Río Grande
TX-014179,CLI-05994,2025-01-17,Electricidad e iluminación,10,318095.29,Web,Tarjeta de crédito,Río Grande
TX-014178,CLI-02156,2025-01-17,Pisos y cerámicos,3,58166.04,Web,Tarjeta de crédito,Río Grande
TX-014177,CLI-05004,2025-01-17,Plomería y caños,2,16334.82,Web,Transferencia,RÍO GRANDE
TX-014176,CLI-04811,2025-01-17,Pinturas y revestimientos,8,195427.9,Web,Transferencia,Río Grande
TX-014175,CLI-06273,2025-01-17,Pinturas y revestimientos,8,342926.59,App,Transferencia,Río Grande
TX-014185,CLI-01224,2025-01-17,Pisos y cerámicos,7,124358.62,App,Tarjeta de crédito,Río Grande
TX-014139,CLI-02772,2025-01-17,Pinturas y revestimientos,8,149860.95,Web,Efectivo en sucursal,Río Grande
TX-014125,CLI-04393,2025-01-17,Seguridad e indumentaria,4,232767.5,Telefónico,Transferencia,Río Grande
TX-014137,CLI-05082,2025-01-17,Seguridad e indumentaria,2,144849.6,Telefónico,Tarjeta de débito,Río Grande
TX-014096,CLI-01771,2025-01-17,Maderas y tableros,18,873001.16,Telefónico,Cuenta corriente,Río Grande
TX-014095,CLI-04649,2025-01-17,Aberturas,4,596643.47,App,Efectivo en sucursal,Ushuaia
TX-014094,CLI-00041,2025-01-17,Ferretería general,4,20584.07,Web,Tarjeta de débito,Río Grande
TX-014093,CLI-04244,2025-01-17,Cemento y áridos,43,795681.44,App,Cuenta corriente,Ushuaia
TX-014092,CLI-04216,2025-01-17,Herramientas manuales,7,157655.53,Telefónico,Transferencia,Ushuaia
TX-014091,CLI-05756,2025-01-17,Herramientas manuales,7,106440.73,App,Efectivo en sucursal,Ushuaia 
TX-014090,CLI-00102,2025-01-17,Plomería y caños,5,35347.24,Web,transf.,Ushuaia
TX-014087,CLI-03444,2025-01-17,Seguridad e indumentaria,6,427200.76,App,Transferencia,Ushuaia
TX-014086,CLI-03502,2025-01-17,Cemento y áridos,14,126640.93,App,Efectivo en sucursal,Río Grande
TX-014138,CLI-01311,2025-01-17,Sanitarios y grifería,3,100178.64,Web,Tarjeta de débito,Río Grande
TX-014084,CLI-01516,2025-01-17,Maderas y tableros,11,2756749.62,Telefónico,Transferencia,Ushuaia
TX-014083,CLI-01408,2025-01-17,Pisos y cerámicos,10,369978.79,Telefónico,Transferencia,Ushuaia
TX-014082,CLI-01101,2025-01-17,Cemento y áridos,77,1368913.84,App,Transferencia,Río Grande
TX-014081,CLI-02868,2025-01-17,Ferretería general,1,2984.09,App,Tarjeta de crédito,Ushuaia
TX-014078,CLI-01032,2025-01-17,Electricidad e iluminación,3,68907.47,App,Tarjeta de crédito,Tolhuin
TX-014077,CLI-01408,2025-01-17,Plomería y caños,8,162028.41,Telefónico,Transferencia,Ushuaia
TX-014075,CLI-06186,2025-01-17,Electricidad e iluminación,6,52100.41,Web,Tarjeta de débito,Ushuaia
TX-014074,CLI-03124,2025-01-17,Maderas y tableros,17,-582531.09,Telefónico,Cuenta corriente,RÍO GRANDE
TX-014073,CLI-00371,2025-01-17,Pisos y cerámicos,16,416465.47,Telefónico,Cuenta corriente,Ushuaia 
TX-014072,CLI-01140,2025-01-17,Pinturas y revestimientos,3,164297.57,Telefónico,Transferencia,Ushuaia 
TX-014071,CLI-00799,2025-01-17,Ferretería general,8,30962.0,Web,Tarjeta de débito,Ushuaia
TX-014070,CLI-00721,2025-01-17,Sanitarios y grifería,2,206438.73,Web,Cuenta corriente,Río Grande
TX-014069,CLI-01609,2025-01-17,Sanitarios y grifería,3,298436.96,Web,Tarjeta de débito,Río Grande
TX-014068,CLI-04961,2025-01-17,Herramientas manuales,6,,Web,Transferencia,Río Grande
TX-014067,CLI-02456,2025-01-17,Pinturas y revestimientos,2,51328.3,Telefónico,Tarjeta de débito,ushuaia
TX-014066,CLI-05894,2025-01-17,Electricidad e iluminación,9,116458.84,Web,Tarjeta de crédito,Río Grande
TX-014065,CLI-03067,2025-01-17,Aberturas,2,171530.76,App,Transferencia,Ushuaia
TX-014064,CLI-04472,2025-01-17,Herramientas manuales,2,31790.95,Web,Tarjeta de crédito,Río Grande
TX-014063,CLI-01890,2025-01-17,Pisos y cerámicos,7,117504.86,App,Transferencia,ushuaia
TX-014097,CLI-01664,2025-01-17,Pinturas y revestimientos,3,63398.81,Web,T. débito,Río Grande
