id_transaccion,id_cliente,fecha,categoria_producto,cantidad_items,monto_total,canal_venta,medio_pago,localidad
TX-001715,CLI-00456,2024-11-26,Sanitarios y grifería,4,149459.74,App,Cuenta corriente,USHUAIA
TX-001717,CLI-00957,2024-11-26,Ferretería general,5,13047.81,App,Tarjeta de débito,Río Grande
TX-001708,CLI-00858,2024-11-26,Pinturas y revestimientos,1,18071.51,Web,Tarjeta de débito,Ushuaia
TX-001742,CLI-00515,2024-11-27,Pisos y cerámicos,12,332657.45,Web,Cuenta corriente,Río Grande
TX-001750,CLI-00546,2024-11-27,Cemento y áridos,64,1108838.27,Web,Cuenta corriente,Río Grande
TX-001749,CLI-01153,2024-11-27,Aberturas,2,256974.24,Web,Tarjeta de crédito,Río Grande
TX-001748,CLI-00164,2024-11-27,Ferretería general,3,8380.86,Web,Transferencia,TOLHUIN
TX-001746,CLI-00205,2024-11-27,Ferretería general,8,30561.93,App,T. crédito,Ushuaia
TX-001745,CLI-00674,2024-11-27,Pinturas y revestimientos,2,36497.25,Web,Tarjeta de débito,Río Grande
TX-001743,CLI-00976,2024-11-27,Plomería y caños,4,27360.41,Web,Transferencia,Tolhuin
TX-001740,CLI-00054,2024-11-27,Plomería y caños,6,57880.46,Web,Transferencia,Ushuaia
TX-001739,CLI-00546,2024-11-27,Maderas y tableros,6,223603.31,App,Cuenta corriente,Río Grande
TX-001738,CLI-00146,2024-11-27,Ferretería general,32,104734.98,App,Tarjeta de débito,Río Grande
TX-001737,CLI-01072,2024-11-27,Sanitarios y grifería,2,97333.4,Web,Transferencia,Río Grande
TX-001736,CLI-00750,2024-11-27,Ferretería general,14,61200.52,Web,Tarjeta de débito,Ushuaia
TX-001735,CLI-00212,2024-11-27,Sanitarios y grifería,2,125148.01,App,Cuenta corriente,Río Grande
TX-001734,CLI-00680,2024-11-27,Aberturas,2,148101.02,App,Transferencia,Ushuaia
TX-001733,CLI-00621,2024-11-27,Aberturas,2,270080.45,App,Cuenta corriente,Río Grande 
TX-001732,CLI-00912,2024-11-27,Ferretería general,11,70081.54,Telefónico,Tarjeta de crédito,Tolhuin
TX-001731,CLI-00404,2024-11-27,Ferretería general,11,45291.58,Web,Transferencia,RÍO GRANDE
TX-001730,CLI-01002,2024-11-27,Cemento y áridos,27,374218.61,App,Cuenta corriente,Río Grande
TX-001772,CLI-00674,2024-11-28,Sanitarios y grifería,1,47627.85,App,Tarjeta de crédito,Río Grande
TX-001771,CLI-00410,2024-11-28,Herramientas manuales,3,29869.55,Web,Tarjeta de crédito,Ushuaia
TX-001770,CLI-00063,2024-11-28,Cemento y áridos,9,75572.26,Web,Transferencia,USHUAIA
TX-001769,CLI-00800,2024-11-28,Seguridad e indumentaria,4,132339.05,Web,Tarjeta de crédito,Río Grande
TX-001767,CLI-00273,2024-11-28,Plomería y caños,8,86490.39,Telefónico,Cuenta corriente,Río Grande
TX-001765,CLI-00813,2024-11-28,Herramientas manuales,6,262522.99,App,Cuenta corriente,Río Grande
TX-001762,CLI-00526,2024-11-28,Electricidad e iluminación,3,35083.07,Web,Tarjeta de débito,Ushuaia
TX-001766,CLI-01050,2024-11-28,Pisos y cerámicos,40,538523.08,Web,Tarjeta de débito,Río Grande
TX-001759,CLI-00963,2024-11-28,Pinturas y revestimientos,5,90862.02,App,Efectivo en sucursal,Ushuaia
TX-001751,CLI-00172,2024-11-28,Aberturas,2,725081.35,Telefónico,Transferencia,TOLHUIN
TX-001752,CLI-00743,2024-11-28,Herramientas eléctricas,2,328646.28,App,Tarjeta de crédito,Río Grande
TX-001753,CLI-00194,2024-11-28,Plomería y caños,32,618447.83,Telefónico,Transferencia,Río Grande
TX-001754,CLI-00912,2024-11-28,Maderas y tableros,31,1225773.21,Telefónico,Cuenta corriente,Tolhuin
TX-001760,CLI-01184,2024-11-28,Electricidad e iluminación,5,47342.6,Web,Transferencia,Río Grande
TX-001756,CLI-00439,2024-11-28,Plomería y caños,3,19096.34,Web,Tarjeta de débito,Rio Grande
TX-001757,CLI-00300,2024-11-28,Pisos y cerámicos,16,677835.59,App,Tarjeta de crédito,USHUAIA
TX-001758,CLI-00392,2024-11-28,Plomería y caños,16,189406.1,Telefónico,Transferencia,Río Grande
TX-001755,CLI-00348,2024-11-28,Herramientas manuales,2,41039.7,Telefónico,Transferencia,Tolhuin
TX-001791,CLI-00646,2024-11-29,Seguridad e indumentaria,14,441427.79,App,Cuenta corriente,Ushuaia
TX-001788,CLI-00866,2024-11-29,Ferretería general,11,22731.95,Web,Transferencia,ushuaia
TX-001799,CLI-00141,2024-11-29,Herramientas eléctricas,2,2235867.11,Web,Efectivo en sucursal,Río Grande
TX-001798,CLI-00912,2024-11-29,Ferretería general,5,27562.42,App,Cuenta corriente,Tolhuin
TX-001797,CLI-01024,2024-11-29,Plomería y caños,3,15147.89,App,Tarjeta de crédito,Ushuaia
TX-001796,CLI-01012,2024-11-29,Aberturas,3,241381.17,Web,Transferencia,Río Grande
TX-001795,CLI-00473,2024-11-29,Plomería y caños,8,41404.54,App,Tarjeta de crédito,Ushuaia
TX-001794,CLI-01174,2024-11-29,Pinturas y revestimientos,6,421270.0,Telefónico,Tarjeta de crédito,Río Grande
TX-001792,CLI-00952,2024-11-29,Cemento y áridos,9,72294.24,Web,Tarjeta de crédito,Río Grande
TX-001791,CLI-00646,2024-11-29,Seguridad e indumentaria,14,441427.79,App,Cuenta corriente,Ushuaia
TX-001800,CLI-00304,2024-11-29,Ferretería general,8,54117.33,App,Transferencia,Ushuaia
TX-001787,CLI-01252,2024-11-29,Herramientas manuales,7,117842.66,Web,Tarjeta de crédito,Río Grande
TX-001785,CLI-00486,2024-11-29,Aberturas,4,390609.39,Web,Tarjeta de débito,Ushuaia
TX-001773,CLI-00016,2024-11-29,Plomería y caños,8,133572.91,Web,Cuenta corriente,Río Grande
TX-001786,CLI-00730,2024-11-29,Pinturas y revestimientos,5,215094.75,Telefónico,Cuenta corriente,Río Grande
TX-001775,CLI-00175,2024-11-29,Pisos y cerámicos,3,47085.79,Web,Transferencia,Río Grande
TX-001776,CLI-00453,2024-11-29,Pisos y cerámicos,24,583953.73,Telefónico,Cuenta corriente,Río Grande
TX-001777,CLI-01064,2024-11-29,Pinturas y revestimientos,5,125204.58,Web,Tarjeta de crédito,Río Grande
TX-001774,CLI-00032,2024-11-29,Ferretería general,4,20721.83,App,Transferencia,Río Grande
TX-001779,CLI-00339,2024-11-29,Plomería y caños,3,30944.54,App,Transferencia,Ushuaia
TX-001781,CLI-01174,2024-11-29,Plomería y caños,6,-116409.99,Telefónico,Cuenta corriente,Río Grande
TX-001782,CLI-00850,2024-11-29,Pinturas y revestimientos,9,375026.35,App,Cuenta corriente,Río Grande
TX-001784,CLI-00708,2024-11-29,Cemento y áridos,72,1197431.07,Telefónico,Cuenta corriente,Río Grande
TX-001778,CLI-00159,2024-11-29,Herramientas eléctricas,5,1301008.16,Telefónico,,Ushuaia
TX-001818,CLI-01141,2024-11-30,Pisos y cerámicos,19,448757.4,Telefónico,Cuenta corriente,Ushuaia
TX-001826,CLI-00189,2024-11-30,Ferretería general,10,55275.86,Web,Transferencia,USHUAIA
TX-001825,CLI-00448,2024-11-30,Maderas y tableros,27,912779.42,Telefónico,Cuenta corriente,Río Grande
TX-001823,CLI-00280,2024-11-30,Pinturas y revestimientos,4,81106.34,Telefónico,Tarjeta de crédito,Río Grande
TX-001821,CLI-00930,2024-11-30,Herramientas manuales,13,295687.81,Web,Cuenta corriente,Río Grande
TX-001820,CLI-00986,2024-11-30,Herramientas manuales,3,31847.86,Web,Tarjeta de débito,Ushuaia
TX-001819,CLI-00839,2024-11-30,Herramientas manuales,6,74258.55,App,Tarjeta de crédito,Río Grande
TX-001817,CLI-01239,2024-11-30,Seguridad e indumentaria,12,674727.7,Telefónico,Tarjeta de débito,Río Grande
TX-001827,CLI-01183,2024-11-30,Ferretería general,4,15270.98,Web,Transferencia,Río Grande
TX-001815,CLI-01014,2024-11-30,Plomería y caños,9,,Telefónico,Cuenta corriente,Rio Grande
TX-001813,CLI-01051,2024-11-30,Ferretería general,9,66837.28,Web,Cuenta corriente,Río Grande
TX-001811,CLI-00935,2024-11-30,Pisos y cerámicos,8,292037.17,App,Cuenta corriente,Río Grande
TX-001810,CLI-00121,2024-11-30,Electricidad e iluminación,2,15498.9,App,Tarjeta de débito,Ushuaia
TX-001809,CLI-00293,2024-11-30,Ferretería general,2,6376.07,Web,Transferencia,Río Grande
TX-001808,CLI-00901,2024-11-30,Electricidad e iluminación,5,112629.96,Telefónico,Tarjeta de crédito,Ushuaia
TX-001806,CLI-00759,2024-11-30,Ferretería general,4,21500.59,Web,Tarjeta de crédito,Ushuaia
TX-001804,CLI-00930,2024-11-30,Pinturas y revestimientos,7,378402.17,Telefónico,Cuenta corriente,Río Grande
TX-001801,CLI-00602,2024-11-30,Sanitarios y grifería,2,85087.59,App,Tarjeta de débito,Ushuaia
TX-001816,CLI-01084,2024-11-30,Pisos y cerámicos,25,1180789.57,Web,Transferencia,ushuaia
TX-001803,CLI-00505,2024-11-30,Plomería y caños,4,25681.54,App,Efectivo en sucursal,Ushuaia
TX-001802,CLI-00988,2024-11-30,Sanitarios y grifería,1,35317.22,Web,T. crédito,Río Grande
TX-001830,CLI-00047,2024-12-01,Ferretería general,1,3855.6,Web,Transferencia,Ushuaia
TX-001829,CLI-00595,2024-12-01,Seguridad e indumentaria,5,190423.94,Web,Tarjeta de débito,Río Grande
TX-001828,CLI-00772,2024-12-01,Seguridad e indumentaria,6,349542.8,App,Efectivo en sucursal,Rio Grande
TX-001852,CLI-01287,2024-12-02,Seguridad e indumentaria,2,69151.05,Web,Transferencia,Río Grande
TX-001851,CLI-00811,2024-12-02,Ferretería general,12,39042.52,App,Transferencia,Ushuaia
TX-001850,CLI-01141,2024-12-02,Sanitarios y grifería,3,320668.14,Telefónico,Tarjeta de crédito,Ushuaia
TX-001849,CLI-00280,2024-12-02,Plomería y caños,4,33665.38,Web,Tarjeta de crédito,Río Grande
TX-001848,CLI-00236,2024-12-02,Aberturas,1,73569.43,App,Tarjeta de crédito,Río Grande
TX-001847,CLI-00444,2024-12-02,Herramientas manuales,3,84790.3,App,Tarjeta de débito,Ushuaia
TX-001846,CLI-01089,2024-12-02,Sanitarios y grifería,4,170743.93,Web,Transferencia,Tolhuin
TX-001845,CLI-00028,2024-12-02,Sanitarios y grifería,1,73040.1,Telefónico,Cuenta corriente,Ushuaia
TX-001842,CLI-00963,2024-12-02,Electricidad e iluminación,5,54557.94,App,Transferencia,Ushuaia
TX-001843,CLI-00456,2024-12-02,Pisos y cerámicos,9,99343.32,Web,Transferencia,Ushuaia
TX-001832,CLI-00800,2024-12-02,Plomería y caños,3,17736.62,Web,Transferencia,Río Grande
TX-001844,CLI-00058,2024-12-02,Seguridad e indumentaria,1,35200.85,Web,Transferencia,Río Grande
TX-001834,CLI-00979,2024-12-02,Ferretería general,11,44817.41,Web,Transferencia,RÍO GRANDE
TX-001835,CLI-01053,2024-12-02,Sanitarios y grifería,4,216038.58,App,Transferencia,Río Grande
TX-001833,CLI-01160,2024-12-02,Herramientas manuales,2,22234.02,Web,Tarjeta de débito,Ushuaia
TX-001839,CLI-00394,2024-12-02,Seguridad e indumentaria,8,403565.4,Telefónico,Cuenta corriente,Ushuaia
TX-001840,CLI-01257,2024-12-02,Maderas y tableros,4,71845.51,Web,Transferencia,Ushuaia
TX-001841,CLI-00759,2024-12-02,Pisos y cerámicos,6,165008.68,App,Cuenta corriente,Ushuaia
TX-001838,CLI-01084,2024-12-02,Seguridad e indumentaria,4,288101.88,App,Cuenta corriente,Ushuaia
TX-001869,CLI-00709,2024-12-03,Cemento y áridos,22,332907.16,Web,Tarjeta de débito,Ushuaia
TX-001875,CLI-00233,2024-12-03,Plomería y caños,11,56668.46,Web,Transferencia,Río Grande
TX-001874,CLI-01035,2024-12-03,Sanitarios y grifería,4,143637.7,Web,Tarjeta de débito,Río Grande
TX-001873,CLI-00178,2024-12-03,Herramientas manuales,7,142806.35,App,Tarjeta de crédito,Ushuaia
TX-001872,CLI-01195,2024-12-03,Ferretería general,3,10124.37,Web,Transferencia,Río Grande
TX-001871,CLI-00680,2024-12-03,Cemento y áridos,11,-64761.19,Web,Transferencia,Ushuaia
TX-001870,CLI-00948,2024-12-03,Cemento y áridos,13,167233.83,Web,Tarjeta de crédito,Río Grande
TX-001868,CLI-00759,2024-12-03,Ferretería general,13,81484.62,Telefónico,Cuenta corriente,Ushuaia
TX-001865,CLI-01050,2024-12-03,Cemento y áridos,13,131025.43,Web,Transferencia,Río Grande
TX-001853,CLI-00285,2024-12-03,Seguridad e indumentaria,2,74887.07,Web,Tarjeta de crédito,Ushuaia
TX-001863,CLI-00770,2024-12-03,Herramientas manuales,1,14463.99,Web,Transferencia,Ushuaia
TX-001862,CLI-01104,2024-12-03,Aberturas,3,508606.68,Web,Transferencia,Río Grande
TX-001861,CLI-00652,2024-12-03,Sanitarios y grifería,3,173051.92,App,Tarjeta de débito,Río Grande
TX-001860,CLI-01002,2024-12-03,Sanitarios y grifería,11,748168.52,App,Tarjeta de crédito,Río Grande
TX-001859,CLI-00491,2024-12-03,Ferretería general,5,15725.37,Web,Tarjeta de débito,Río Grande
TX-001858,CLI-00932,2024-12-03,Herramientas manuales,1,20088.88,Web,Cuenta corriente,Río Grande
TX-001857,CLI-00029,2024-12-03,Pisos y cerámicos,7,57671.55,Web,Transferencia,Río Grande 
TX-001854,CLI-00879,2024-12-03,Cemento y áridos,214,4918343.22,App,Cuenta corriente,río grande
TX-001855,CLI-01153,2024-12-03,Herramientas manuales,6,127962.21,App,Tarjeta de crédito,Río Grande
TX-001866,CLI-00168,2024-12-03,Electricidad e iluminación,32,265543.9,Web,Efectivo en sucursal,Ushuaia
TX-001892,CLI-01294,2024-12-04,Ferretería general,3,9072.92,Telefónico,Tarjeta de débito,Río Grande
TX-001893,CLI-00394,2024-12-04,Seguridad e indumentaria,3,130686.32,Web,Tarjeta de crédito,USHUAIA
TX-001895,CLI-00304,2024-12-04,Sanitarios y grifería,5,448226.17,Telefónico,Cuenta corriente,Ushuaia
TX-001890,CLI-00344,2024-12-04,Pinturas y revestimientos,3,116386.17,Web,Cuenta corriente,Río Grande
TX-001894,CLI-00189,2024-12-04,Ferretería general,27,83044.04,App,T. débito,Ushuaia
TX-001888,CLI-00170,2024-12-04,Pisos y cerámicos,4,65758.32,Telefónico,Tarjeta de débito,Ushuaia
TX-001886,CLI-01166,2024-12-04,Herramientas eléctricas,1,116492.96,App,Cuenta corriente,ushuaia
TX-001885,CLI-00340,2024-12-04,Herramientas manuales,11,99251.27,Web,Tarjeta de débito,Río Grande
TX-001883,CLI-00359,2024-12-04,Ferretería general,9,27456.56,Web,Transferencia,Río Grande
TX-001882,CLI-00684,2024-12-04,Plomería y caños,5,51661.04,App,Tarjeta de débito,Rio Grande
TX-001879,CLI-00180,2024-12-04,Pinturas y revestimientos,1,18858.84,Telefónico,Transferencia,Río Grande
TX-001878,CLI-00488,2024-12-04,Pinturas y revestimientos,5,91095.21,Web,Tarjeta de débito,Ushuaia
TX-001877,CLI-00101,2024-12-04,Pisos y cerámicos,6,90982.97,Web,Transferencia,Río Grande
TX-001876,CLI-01183,2024-12-04,Pisos y cerámicos,10,205335.64,Web,Tarjeta de débito,Río Grande
TX-001887,CLI-00850,2024-12-04,Maderas y tableros,6,164588.88,Telefónico,Cuenta corriente,Río Grande
TX-001924,CLI-00554,2024-12-05,Maderas y tableros,6,93723.18,Web,Tarjeta de crédito,Río Grande
TX-001920,CLI-00912,2024-12-05,Herramientas manuales,34,957826.17,Telefónico,Cuenta corriente,Tolhuin
TX-001921,CLI-01024,2024-12-05,Seguridad e indumentaria,2,51486.68,Web,Transferencia,Ushuaia
TX-001922,CLI-00093,2024-12-05,Pinturas y revestimientos,5,126291.35,Telefónico,Tarjeta de débito,Río Grande
TX-001923,CLI-00813,2024-12-05,Maderas y tableros,22,1049874.83,App,Cuenta corriente,Río Grande
TX-001925,CLI-01064,2024-12-05,Seguridad e indumentaria,2,86821.11,Web,Transferencia,Río Grande
TX-001919,CLI-01081,2024-12-05,Aberturas,3,729000.92,App,Cuenta corriente,Río Grande
TX-001927,CLI-00450,2024-12-05,Cemento y áridos,35,424127.38,App,Cuenta corriente,Ushuaia
TX-001929,CLI-01310,2024-12-05,Pisos y cerámicos,18,475023.53,App,Cuenta corriente,Río Grande 
TX-001932,CLI-01168,2024-12-05,Plomería y caños,1,5551.74,Web,Cuenta corriente,Ushuaia
TX-001933,CLI-00362,2024-12-05,Seguridad e indumentaria,3,85065.72,App,Tarjeta de crédito,Tolhuin
TX-001934,CLI-00708,2024-12-05,Maderas y tableros,11,395597.96,Telefónico,Cuenta corriente,Río Grande
TX-001936,CLI-00481,2024-12-05,Pisos y cerámicos,14,330901.81,App,Cuenta corriente,Río Grande
TX-001926,CLI-00028,2024-12-05,Ferretería general,34,161732.65,Telefónico,Transferencia,Ushuaia
TX-001918,CLI-00785,2024-12-05,Maderas y tableros,4,67324.5,App,Efectivo en sucursal,Ushuaia
TX-001914,CLI-00646,2024-12-05,Seguridad e indumentaria,6,269453.19,Web,Transferencia,Ushuaia
TX-001915,CLI-00351,2024-12-05,Seguridad e indumentaria,5,317562.54,Web,Cuenta corriente,Rio Grande
TX-001917,CLI-01014,2024-12-05,Maderas y tableros,14,531071.67,App,Cuenta corriente,Río Grande
TX-001896,CLI-00910,2024-12-05,Herramientas manuales,3,34254.94,App,Tarjeta de crédito,Río Grande
TX-001897,CLI-00598,2024-12-05,Herramientas manuales,4,88844.41,App,Transferencia,Ushuaia
TX-001898,CLI-00883,2024-12-05,Electricidad e iluminación,5,164338.89,Telefónico,,Río Grande
TX-001900,CLI-00762,2024-12-05,Maderas y tableros,9,154204.54,Web,Transferencia,Río Grande
TX-001902,CLI-00522,2024-12-05,Cemento y áridos,131,1233345.38,Web,Tarjeta de crédito,Río Grande
TX-001903,CLI-01303,2024-12-05,Ferretería general,5,-14562.54,Telefónico,Tarjeta de débito,Río Grande
TX-001901,CLI-01152,2024-12-05,Herramientas manuales,6,61465.47,App,Tarjeta de débito,Ushuaia
TX-001905,CLI-00814,2024-12-05,Herramientas manuales,3,52536.88,Web,Tarjeta de crédito,Ushuaia
TX-001906,CLI-00499,2024-12-05,Sanitarios y grifería,4,190542.1,Web,Tarjeta de débito,Río Grande
TX-001908,CLI-00095,2024-12-05,Cemento y áridos,8,51986.08,Web,Tarjeta de crédito,RÍO GRANDE
TX-001909,CLI-00095,2024-12-05,Pisos y cerámicos,4,42888.07,App,,Río Grande
TX-001910,CLI-00842,2024-12-05,Pisos y cerámicos,13,369669.09,Web,Cuenta corriente,Río Grande
TX-001912,CLI-00160,2024-12-05,Cemento y áridos,80,882554.35,App,Tarjeta de crédito,Río Grande
TX-001913,CLI-00621,2024-12-05,Plomería y caños,15,227691.38,Telefónico,Cuenta corriente,Río Grande
TX-001904,CLI-00332,2024-12-05,Pinturas y revestimientos,4,,Web,Transferencia,Rio Grande
TX-001953,CLI-00348,2024-12-06,Plomería y caños,17,242372.09,App,Cuenta corriente,Tolhuin
TX-001959,CLI-00300,2024-12-06,Plomería y caños,3,58800.22,Web,Cuenta corriente,ushuaia
TX-001958,CLI-00494,2024-12-06,Pinturas y revestimientos,3,81218.22,App,Transferencia,Tolhuin
TX-001957,CLI-00305,2024-12-06,Pinturas y revestimientos,4,132742.4,Telefónico,Transferencia,Río Grande
TX-001955,CLI-00027,2024-12-06,Pisos y cerámicos,10,126104.81,App,Transferencia,Ushuaia
TX-001954,CLI-00876,2024-12-06,Sanitarios y grifería,1,37080.04,Telefónico,Tarjeta de débito,Ushuaia
TX-001952,CLI-00146,2024-12-06,Pisos y cerámicos,5,89602.44,App,Tarjeta de crédito,Río Grande
TX-001943,CLI-01014,2024-12-06,Ferretería general,14,132884.8,Web,Cuenta corriente,Río Grande
TX-001950,CLI-00982,2024-12-06,Herramientas eléctricas,3,665933.35,Telefónico,Transferencia,Ushuaia
TX-001948,CLI-00482,2024-12-06,Cemento y áridos,59,789558.34,App,Tarjeta de crédito,RÍO GRANDE
TX-001947,CLI-01095,2024-12-06,Pinturas y revestimientos,8,233844.57,Web,Tarjeta de crédito,Río Grande 
TX-001945,CLI-00794,2024-12-06,Ferretería general,9,34218.07,Web,Tarjeta de crédito,Río Grande
TX-001944,CLI-00251,2024-12-06,Ferretería general,3,12386.12,App,Tarjeta de débito,Río Grande
TX-001942,CLI-00357,2024-12-06,Electricidad e iluminación,20,734784.67,Web,Cuenta corriente,Ushuaia
TX-001941,CLI-00483,2024-12-06,Sanitarios y grifería,6,529062.95,Telefónico,Cuenta corriente,RÍO GRANDE
TX-001940,CLI-00560,2024-12-06,Cemento y áridos,34,658861.25,App,Cuenta corriente,río grande
TX-001937,CLI-01271,2024-12-06,Aberturas,2,157116.59,Telefónico,Tarjeta de débito,Ushuaia
TX-001951,CLI-00911,2024-12-06,Electricidad e iluminación,9,85599.63,Web,Tarjeta de crédito,RÍO GRANDE
TX-001969,CLI-00172,2024-12-07,Herramientas manuales,2,64386.92,App,Tarjeta de crédito,Tolhuin
TX-001967,CLI-00972,2024-12-07,Cemento y áridos,30,193195.2,Web,Transferencia,Ushuaia
TX-001968,CLI-00148,2024-12-07,Maderas y tableros,5,100587.62,Telefónico,Tarjeta de débito,Río Grande
TX-001964,CLI-01176,2024-12-07,Seguridad e indumentaria,5,102673.66,Web,Transferencia,Ushuaia
TX-001961,CLI-01252,2024-12-07,Herramientas manuales,2,33561.89,Web,Transferencia,Río Grande
TX-001966,CLI-00338,2024-12-07,Herramientas manuales,3,46428.18,Web,T. crédito,Río Grande
TX-001960,CLI-00300,2024-12-07,Plomería y caños,20,408169.77,Telefónico,Cuenta corriente,Ushuaia
TX-001962,CLI-00212,2024-12-07,Herramientas eléctricas,3,764286.77,Telefónico,Transferencia,Río Grande
TX-001963,CLI-00189,2024-12-07,Plomería y caños,35,278457.28,Web,Tarjeta de débito,Ushuaia
TX-001971,CLI-00440,2024-12-08,Maderas y tableros,6,-108782.76,Web,Tarjeta de débito,Río Grande
TX-001972,CLI-00723,2024-12-08,Plomería y caños,3,-27965.71,Web,Transferencia,Río Grande
TX-001973,CLI-01017,2024-12-08,Electricidad e iluminación,8,210476.63,Telefónico,Cuenta corriente,Rio Grande
TX-001974,CLI-01062,2024-12-08,Herramientas manuales,4,43787.39,App,Tarjeta de débito,Tolhuin
TX-001970,CLI-00598,2024-12-08,Sanitarios y grifería,3,261787.78,Web,Cuenta corriente,Ushuaia
TX-001998,CLI-00560,2024-12-09,Pinturas y revestimientos,6,225255.74,Telefónico,Transferencia,Río Grande
TX-001997,CLI-00386,2024-12-09,Plomería y caños,3,47745.72,Web,Cuenta corriente,Río Grande
TX-001996,CLI-00286,2024-12-09,Seguridad e indumentaria,3,78135.2,App,Efectivo en sucursal,Ushuaia
TX-001994,CLI-00933,2024-12-09,Plomería y caños,5,38239.66,Web,Tarjeta de débito,Ushuaia
TX-001993,CLI-01074,2024-12-09,Herramientas manuales,4,73158.1,Web,Transferencia,Río Grande
TX-001992,CLI-00082,2024-12-09,Herramientas manuales,1,12426.13,Web,Transferencia,Río Grande
TX-001989,CLI-00964,2024-12-09,Pisos y cerámicos,3,41884.45,Web,,Río Grande
TX-001991,CLI-00486,2024-12-09,Plomería y caños,17,136274.99,App,Transferencia,Ushuaia
TX-001987,CLI-00320,2024-12-09,Pinturas y revestimientos,8,124701.11,App,Tarjeta de crédito,río grande
TX-001986,CLI-00095,2024-12-09,Ferretería general,9,29435.41,App,Transferencia,Rio Grande
TX-001984,CLI-00154,2024-12-09,Electricidad e iluminación,10,105060.95,App,Tarjeta de crédito,Río Grande
TX-001982,CLI-00595,2024-12-09,Ferretería general,5,16892.51,Web,Transferencia,Río Grande
TX-001981,CLI-00325,2024-12-09,Electricidad e iluminación,4,36990.87,App,Tarjeta de crédito,Río Grande
TX-001980,CLI-00515,2024-12-09,Cemento y áridos,14,224369.79,Telefónico,Cuenta corriente,Río Grande
TX-001979,CLI-00448,2024-12-09,Herramientas eléctricas,3,553323.11,Web,Transferencia,Río Grande
TX-001978,CLI-00394,2024-12-09,Ferretería general,20,136026.18,Web,Transferencia,Ushuaia
TX-001976,CLI-00919,2024-12-09,Ferretería general,1,3789.41,Web,Efectivo en sucursal,Río Grande
TX-001975,CLI-00172,2024-12-09,Ferretería general,9,97053.91,Telefónico,Transferencia,tolhuin
TX-001988,CLI-01327,2024-12-09,Herramientas manuales,2,25647.6,Web,Tarjeta de débito,Ushuaia
TX-002021,CLI-00850,2024-12-10,Maderas y tableros,15,365815.87,App,Cuenta corriente,Río Grande
TX-002023,CLI-00646,2024-12-10,Plomería y caños,6,42374.53,Web,Tarjeta de débito,Ushuaia
TX-002024,CLI-00356,2024-12-10,Electricidad e iluminación,21,534993.69,App,Cuenta corriente,RÍO GRANDE
TX-002025,CLI-00841,2024-12-10,Herramientas manuales,5,102397.07,App,Cuenta corriente,Ushuaia
TX-002020,CLI-00850,2024-12-10,Herramientas manuales,3,110354.05,Telefónico,transf.,Rio Grande
TX-002028,CLI-00808,2024-12-10,Cemento y áridos,21,153901.5,Web,Transferencia,Río Grande
TX-002029,CLI-01059,2024-12-10,Seguridad e indumentaria,4,338757.4,Web,Transferencia,USHUAIA
TX-002030,CLI-00249,2024-12-10,Maderas y tableros,2,59556.39,Telefónico,Cuenta corriente,Río Grande
TX-002031,CLI-00935,2024-12-10,Plomería y caños,13,270201.96,App,Cuenta corriente,Río Grande
TX-002026,CLI-00267,2024-12-10,Ferretería general,13,47405.35,Telefónico,Tarjeta de crédito,Ushuaia
TX-002019,CLI-00708,2024-12-10,Sanitarios y grifería,11,654092.49,App,Tarjeta de débito,Río Grande
TX-002027,CLI-00357,2024-12-10,Pisos y cerámicos,5,204231.22,Telefónico,Transferencia,USHUAIA
TX-002017,CLI-00231,2024-12-10,Pisos y cerámicos,6,121234.91,Web,Transferencia,Ushuaia
TX-002002,CLI-00551,2024-12-10,Ferretería general,12,88453.04,Telefónico,Transferencia,USHUAIA
TX-002018,CLI-00482,2024-12-10,Maderas y tableros,10,301050.6,App,Cuenta corriente,Río Grande
TX-002004,CLI-00041,2024-12-10,Sanitarios y grifería,2,123603.52,Web,Transferencia,tolhuin
TX-002005,CLI-01072,2024-12-10,Pinturas y revestimientos,2,45090.51,Web,Tarjeta de crédito,Río Grande
TX-002007,CLI-01258,2024-12-10,Plomería y caños,5,38291.49,App,Tarjeta de débito,Río Grande
TX-002009,CLI-00619,2024-12-10,Aberturas,4,371263.56,Web,Tarjeta de crédito,Ushuaia
TX-002000,CLI-00068,2024-12-10,Aberturas,2,725160.39,App,Cuenta corriente,Río Grande
TX-002010,CLI-00839,2024-12-10,Sanitarios y grifería,3,125017.19,Web,Tarjeta de crédito,Río Grande
TX-002011,CLI-00709,2024-12-10,Herramientas manuales,1,24110.96,Web,Efectivo en sucursal,Ushuaia
TX-002012,CLI-00202,2024-12-10,Sanitarios y grifería,4,250999.66,Telefónico,Cuenta corriente,Ushuaia
TX-002013,CLI-00304,2024-12-10,Pinturas y revestimientos,4,155359.14,Telefónico,Cuenta corriente,Ushuaia
TX-002014,CLI-00709,2024-12-10,Electricidad e iluminación,2,29586.52,Web,Transferencia,Ushuaia
TX-002016,CLI-00750,2024-12-10,Plomería y caños,13,106473.35,Web,Tarjeta de débito,ushuaia
TX-001999,CLI-00180,2024-12-10,Sanitarios y grifería,3,108899.29,Web,Tarjeta de débito,Río Grande
TX-002057,CLI-00189,2024-12-11,Seguridad e indumentaria,10,267836.19,App,Tarjeta de débito,Ushuaia
TX-002058,CLI-00483,2024-12-11,Ferretería general,9,42899.63,Telefónico,Cuenta corriente,Río Grande
